ID;Market;Survey date;Customer Name;Month;Quarter;NPS;Group;Ano;Ano_txt;Nome do Mês;Body
1055;MEX;26/02/2021;Daniel Kelly;2;1;0;Detractor;2021;2021;Fevereiro;UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue .
1058;MEX;27/10/2021;Jessica Adams;10;4;2;Detractor;2021;2021;Outubro;The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .
1059;MEX;13/02/2021;Robert Crawford;2;1;5;Detractor;2021;2021;Fevereiro;The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .
1061;UK;13/08/2021;Teresa Evans;8;3;5;Detractor;2021;2021;Agosto;Temporary lay-offs , affecting the entire workforce , will also be implemented .
1064;MEX;10/04/2021;Jorge Foster;4;2;1;Detractor;2021;2021;Abril;Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .
1065;UK;06/04/2021;Bruce Bruce;4;2;5;Detractor;2021;2021;Abril;In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .
1066;MEX;16/07/2021;Jennifer Garcia;7;3;4;Detractor;2021;2021;Julho;The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .
1068;US;24/09/2021;Sandra Kelley;9;3;0;Detractor;2021;2021;Setembro;Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA
1074;US;01/07/2021;Brandy Cruz;7;3;2;Detractor;2021;2021;Julho;Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .
1076;UK;23/05/2021;Margaret Ryan;5;2;1;Detractor;2021;2021;Maio;In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .
1084;MEX;14/11/2021;Nicole Gallagher;11;4;3;Detractor;2021;2021;Novembro;$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z
1088;US;02/10/2021;Wayne Hicks;10;4;0;Detractor;2021;2021;Outubro;RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM
1089;US;03/05/2021;Anna Turner;5;2;6;Detractor;2021;2021;Maio;Johnson Matthey share price slumps as company posts full-year results
1092;US;15/06/2021;Dustin Silva;6;2;0;Detractor;2021;2021;Junho;Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .
1093;US;15/12/2021;Chris Lawrence;12;4;5;Detractor;2021;2021;Dezembro;The number of bodily injury cases quadrupled in 2000-2006 .
1096;UK;31/03/2021;John Blackburn;3;1;5;Detractor;2021;2021;Março;And U.S. energy executives say high steel prices are threatening energy exploration .
1098;UK;22/03/2021;Daniel Miller;3;1;5;Detractor;2021;2021;Março;The move was triggered by weak demand for forestry equipment and the uncertain market situation .
1099;UK;08/05/2021;Robyn Smith;5;2;5;Detractor;2021;2021;Maio;17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .
1100;US;18/11/2021;James Cooper;11;4;5;Detractor;2021;2021;Novembro;RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot
1103;UK;13/05/2021;John Butler;5;2;6;Detractor;2021;2021;Maio;Talentum 's net sales in September were smaller than expected .
1106;UK;06/02/2021;Monica Wilson;2;1;6;Detractor;2021;2021;Fevereiro;$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX
1109;MEX;25/12/2021;Raymond Jackson;12;4;1;Detractor;2021;2021;Dezembro;Tesco, Asda sales fall as march of the discounters continues-Kantar
1115;US;19/05/2021;Rebekah Hernandez;5;2;3;Detractor;2021;2021;Maio;Altogether Finnair has canceled over 500 flights because of the strike .
1116;UK;30/04/2021;Michelle Wallace;4;2;6;Detractor;2021;2021;Abril;Slump in Weir leads FTSE down from record high
1120;US;30/12/2021;Susan Bowen;12;4;6;Detractor;2021;2021;Dezembro;Royal Mail 'breached competition law' over delivery service changes, Ofcom claims
1123;US;30/06/2021;Deborah Morrow;6;2;4;Detractor;2021;2021;Junho;$FB turns back down in early trading.... https://t.co/reuf5PzhBm
1124;MEX;19/04/2021;Richard Castillo;4;2;5;Detractor;2021;2021;Abril;Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .
1125;UK;27/09/2021;Kristin Campbell;9;3;6;Detractor;2021;2021;Setembro;$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good
1128;MEX;14/02/2021;Paul Kelly;2;1;4;Detractor;2021;2021;Fevereiro;#Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP
1131;MEX;20/12/2021;Mary Lewis;12;4;0;Detractor;2021;2021;Dezembro;The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .
1141;MEX;11/04/2021;Dr. Maureen Blackwell DVM;4;2;0;Detractor;2021;2021;Abril;$mcp rolling over for a new intraday low. Bottom Pickers continue to get destroyed
1145;MEX;18/07/2021;Misty Buckley;7;3;3;Detractor;2021;2021;Julho;ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea
1148;MEX;03/06/2021;Tina Mitchell;6;2;0;Detractor;2021;2021;Junho;However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .
1156;US;24/05/2021;Brian Wallace;5;2;3;Detractor;2021;2021;Maio;He said he has been losing five families a month to the economy as many make alternative arrangements to save money .
1159;US;10/04/2021;Samantha Beck;4;2;6;Detractor;2021;2021;Abril;$AAPL price momentum weakening going into the close.
1167;UK;28/07/2021;Edward Jimenez;7;3;6;Detractor;2021;2021;Julho;However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .
1168;MEX;27/08/2021;Carl Adams;8;3;1;Detractor;2021;2021;Agosto;TalkTalk hires BAE Systems to investigate cyber attack
1170;US;24/06/2021;James Beard;6;2;2;Detractor;2021;2021;Junho;FTSE led lower by M&S, GlaxoSmithKline
1173;UK;05/01/2021;Christina Lindsey;1;1;6;Detractor;2021;2021;Janeiro;Full-year operating result for 2008 was 3.6 million negative .
1175;US;22/08/2021;Zachary Harvey;8;3;0;Detractor;2021;2021;Agosto;Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...
1178;MEX;27/11/2021;Cory Hansen;11;4;5;Detractor;2021;2021;Novembro;That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t
1179;MEX;14/08/2021;Carlos Bridges;8;3;5;Detractor;2021;2021;Agosto;Sanoma News ' advertising sales decreased by 22 % during the year .
1181;UK;04/08/2021;Chad Bender;8;3;5;Detractor;2021;2021;Agosto;TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .
1184;US;04/10/2021;Rodney Kelley;10;4;1;Detractor;2021;2021;Outubro;The maritime administration said the ships had ignored warnings about the icy conditions .
1185;UK;20/11/2021;Timothy Carroll;11;4;2;Detractor;2021;2021;Novembro;Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .
1186;MEX;27/06/2021;Bruce Lane;6;2;0;Detractor;2021;2021;Junho;Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .
1187;UK;02/08/2021;Jillian Rodriguez;8;3;5;Detractor;2021;2021;Agosto;Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .
1188;UK;24/09/2021;Chelsea Roth;9;3;2;Detractor;2021;2021;Setembro;@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm
1193;UK;17/04/2021;Ryan Wood;4;2;1;Detractor;2021;2021;Abril;The total need for staff cuts corresponds to about 300 man-years .
1201;UK;04/07/2021;Sergio White;7;3;0;Detractor;2021;2021;Julho;$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm
1203;US;05/07/2021;Robert Bush;7;3;1;Detractor;2021;2021;Julho;Britain's FTSE falls back with Ashtead, commodities under pressure
1204;UK;20/03/2021;Kyle Schneider;3;1;3;Detractor;2021;2021;Março;As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .
1209;UK;12/08/2021;Raymond Cruz;8;3;6;Detractor;2021;2021;Agosto;"Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ..."
1210;US;09/05/2021;Andrea Keller;5;2;0;Detractor;2021;2021;Maio;Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn
1217;MEX;26/01/2021;Eric Suarez;1;1;5;Detractor;2021;2021;Janeiro;City spirits sink after Diageo comes up short with sales slide
1219;US;28/01/2021;Jonathan Jones;1;1;5;Detractor;2021;2021;Janeiro;StanChart and RBS struggle in Bank of England stress tests
1220;US;15/03/2021;Brandy Gonzalez;3;1;6;Detractor;2021;2021;Março;In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .
1222;US;15/08/2021;Ray Taylor;8;3;4;Detractor;2021;2021;Agosto;BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn
1224;MEX;13/01/2021;Ryan Dudley;1;1;0;Detractor;2021;2021;Janeiro;( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .
1227;UK;15/09/2021;Bryan White;9;3;0;Detractor;2021;2021;Setembro;Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '
1230;US;09/03/2021;Thomas Lopez;3;1;3;Detractor;2021;2021;Março;2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .
1236;MEX;15/09/2021;Alexis Baker;9;3;0;Detractor;2021;2021;Setembro;EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany
1237;US;19/02/2021;William Morgan;2;1;1;Detractor;2021;2021;Fevereiro;In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .
1238;US;28/10/2021;Kimberly Sandoval;10;4;6;Detractor;2021;2021;Outubro;23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .
1243;US;11/01/2021;Richard Smith;1;1;5;Detractor;2021;2021;Janeiro;#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ
1247;UK;29/09/2021;Anthony Oliver;9;3;3;Detractor;2021;2021;Setembro;Royal Mail chairman Donald Brydon set to step down
1248;US;06/07/2021;Jessica Smith;7;3;1;Detractor;2021;2021;Julho;Morrisons finance chief to fill gap as CEO leaves early
1256;MEX;04/11/2021;Alexis Hamilton MD;11;4;0;Detractor;2021;2021;Novembro;Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .
1261;UK;25/11/2021;Kara Miller;11;4;2;Detractor;2021;2021;Novembro;Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .
1266;MEX;16/11/2021;Chloe Norton;11;4;1;Detractor;2021;2021;Novembro;Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .
1271;UK;03/03/2021;James Black;3;1;3;Detractor;2021;2021;Março;Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .
1273;US;22/08/2021;Andrew Esparza MD;8;3;1;Detractor;2021;2021;Agosto;Here come the shorts marchin' in.  $GMCR.  Lovin' it!
1275;UK;30/12/2021;Stephen Webb;12;4;4;Detractor;2021;2021;Dezembro;Net sales have been eaten by the weak US dollar .
1280;US;13/03/2021;Matthew Miller;3;1;2;Detractor;2021;2021;Março;Finnish forest machinery manufacturer Ponsse has issued a profit warning .
1283;MEX;01/08/2021;Frank Henry;8;3;5;Detractor;2021;2021;Agosto;Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005 .
1284;US;21/10/2021;Thomas Mejia;10;4;0;Detractor;2021;2021;Outubro;`` We cut our frequency to New York last year , which explains the fall , '' he said .
1285;MEX;04/04/2021;Edward Gross;4;2;0;Detractor;2021;2021;Abril;Hargreaves Lansdown share price falls as costs mount - although pensions ...
1288;MEX;19/01/2021;Peter Richardson;1;1;0;Detractor;2021;2021;Janeiro;UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean
1293;MEX;29/10/2021;Laura Taylor;10;4;0;Detractor;2021;2021;Outubro;Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .
1294;US;10/01/2021;Joshua Hughes;1;1;3;Detractor;2021;2021;Janeiro;The total headcount reduction will be 50 persons , the company said .
1295;MEX;24/02/2021;Timothy Lee;2;1;0;Detractor;2021;2021;Fevereiro;The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .
1296;UK;22/09/2021;Amanda Diaz;9;3;0;Detractor;2021;2021;Setembro;Tesco's Sales Pickup Isn't Enough
1305;MEX;09/01/2021;Charles Miller;1;1;3;Detractor;2021;2021;Janeiro;The poorest index figure was given to Finnish power company Fortum , 4.5 .
1313;UK;14/08/2021;Nicole Cole;8;3;0;Detractor;2021;2021;Agosto;"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU"
1316;MEX;09/03/2021;Michael Bailey;3;1;6;Detractor;2021;2021;Março;The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .
1318;MEX;08/09/2021;Cheyenne Lewis;9;3;0;Detractor;2021;2021;Setembro;Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .
1319;MEX;12/03/2021;Carolyn Charles;3;1;5;Detractor;2021;2021;Março;$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.
1323;UK;31/05/2021;Danny Bruce;5;2;5;Detractor;2021;2021;Maio;Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .
1326;MEX;23/02/2021;Lindsey Schneider;2;1;1;Detractor;2021;2021;Fevereiro;It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min
1342;MEX;22/02/2021;Candace Barrett;2;1;0;Detractor;2021;2021;Fevereiro;$AAPL I am big OUT from this. seems its falling towards 530.. :(
1346;US;16/02/2021;Bryan Moss DDS;2;1;5;Detractor;2021;2021;Fevereiro;$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH
1350;US;12/03/2021;Jay Dunn;3;1;0;Detractor;2021;2021;Março;@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.
1355;MEX;15/10/2021;David Lowery;10;4;0;Detractor;2021;2021;Outubro;Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .
1358;US;01/02/2021;Christopher Morrow;2;1;6;Detractor;2021;2021;Fevereiro;The measures result from weak demand in the shipbuilding industry .
1365;US;18/07/2021;Connor Sanford;7;3;1;Detractor;2021;2021;Julho;The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .
1367;US;09/10/2021;Yolanda Carlson;10;4;0;Detractor;2021;2021;Outubro;Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .
1373;US;06/12/2021;Diana Fernandez DVM;12;4;1;Detractor;2021;2021;Dezembro;Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .
1376;MEX;06/07/2021;Thomas Butler;7;3;6;Detractor;2021;2021;Julho;( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a
1378;UK;27/05/2021;Colton Parks;5;2;0;Detractor;2021;2021;Maio;Is Trouble Brewing At Legal & General Group Plc And Aviva plc?
1380;UK;08/07/2021;Cynthia Rodriguez;7;3;5;Detractor;2021;2021;Julho;Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .
1381;US;13/12/2021;Kathleen Wagner;12;4;1;Detractor;2021;2021;Dezembro;Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .
1391;UK;28/02/2021;Carl Rodgers;2;1;3;Detractor;2021;2021;Fevereiro;Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .
1398;MEX;28/06/2021;Kenneth Ward;6;2;5;Detractor;2021;2021;Junho;Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .
1399;US;05/06/2021;Monique Wilson;6;2;0;Detractor;2021;2021;Junho;External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .
1406;MEX;16/12/2021;Kenneth Sawyer;12;4;0;Detractor;2021;2021;Dezembro;Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .
1411;MEX;20/11/2021;Timothy Salinas;11;4;0;Detractor;2021;2021;Novembro;Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .
1420;UK;13/11/2021;Charles Gutierrez;11;4;2;Detractor;2021;2021;Novembro;Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso .
1421;UK;25/09/2021;Emily Medina;9;3;5;Detractor;2021;2021;Setembro;Scanfil has also issued a profit warning .
1423;UK;25/12/2021;Robert Gonzales;12;4;5;Detractor;2021;2021;Dezembro;The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .
1425;US;21/02/2021;Destiny Johnson;2;1;3;Detractor;2021;2021;Fevereiro;that was quick, out $FIO 21.35, market tanking, scaling down longs now
1426;MEX;29/08/2021;Evelyn Jackson;8;3;1;Detractor;2021;2021;Agosto;The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .
1432;UK;05/06/2021;Paula Jones;6;2;6;Detractor;2021;2021;Junho;EPS dropped to EUR0 .2 from EUR0 .3 .
1433;US;02/08/2021;Jonathan Pierce;8;3;5;Detractor;2021;2021;Agosto;@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.
1441;UK;12/05/2021;Brian Wilson;5;2;0;Detractor;2021;2021;Maio;Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .
1443;UK;18/07/2021;Jennifer Jackson MD;7;3;6;Detractor;2021;2021;Julho;NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork
1444;UK;07/03/2021;Anthony Smith;3;1;5;Detractor;2021;2021;Março;However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .
1446;US;24/04/2021;Michael Mercado;4;2;5;Detractor;2021;2021;Abril;Viking Line has canceled some services .
1447;MEX;21/06/2021;Kevin Scott;6;2;0;Detractor;2021;2021;Junho;Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .
1451;MEX;29/10/2021;Sara Trujillo;10;4;2;Detractor;2021;2021;Outubro;Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .
1452;UK;18/02/2021;Sara Hawkins;2;1;2;Detractor;2021;2021;Fevereiro;Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .
1454;UK;15/01/2021;Brian Kelly;1;1;6;Detractor;2021;2021;Janeiro;HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .
1457;MEX;10/04/2021;Mr. Jeff Brewer MD;4;2;0;Detractor;2021;2021;Abril;Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .
1461;UK;08/11/2021;Michael Lin;11;4;2;Detractor;2021;2021;Novembro;Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .
1462;UK;20/01/2021;John Vasquez;1;1;0;Detractor;2021;2021;Janeiro;Cash Flow from Operations for the most recent quarter also reached a eight year low .
1464;UK;16/04/2021;Jennifer Holloway;4;2;5;Detractor;2021;2021;Abril;( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200
1466;US;17/11/2021;Kristen Harris;11;4;5;Detractor;2021;2021;Novembro;"RBI surprises Street; Sensex pares gains after hitting mount 30k"
1468;MEX;06/07/2021;Kimberly Munoz DDS;7;3;0;Detractor;2021;2021;Julho;Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .
1472;UK;25/04/2021;Kaitlin Coleman;4;2;6;Detractor;2021;2021;Abril;Fastenal misses by $0.01, misses on revenue $FAST #NYSE https://t.co/63JHQ7pwMN
1476;US;03/12/2021;Adam Martin;12;4;0;Detractor;2021;2021;Dezembro;$GEVO PLUNGING!  Back to $3.55.
1480;US;16/02/2021;Carol Cervantes;2;1;1;Detractor;2021;2021;Fevereiro;Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients
1481;US;26/01/2021;James White;1;1;1;Detractor;2021;2021;Janeiro;Short on $ATVI from 24.55.
1482;UK;17/01/2021;Wendy Anderson;1;1;5;Detractor;2021;2021;Janeiro;"$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now"
1484;UK;19/11/2021;Amber Blackburn;11;4;6;Detractor;2021;2021;Novembro;CompaniesTesco off to a bad start over Xmas â€“ Kantar
1486;MEX;17/04/2021;Kimberly Young;4;2;5;Detractor;2021;2021;Abril;Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .
1489;UK;06/07/2021;Amy Benton;7;3;3;Detractor;2021;2021;Julho;Standard Chartered Shifts Emerging-Markets Strategy After Losses
1490;MEX;02/03/2021;Randall Meadows;3;1;2;Detractor;2021;2021;Março;Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .
1493;UK;02/10/2021;Jennifer Jones;10;4;5;Detractor;2021;2021;Outubro;Tesla to recall 2,700 Model X SUVs over seat issue https://t.co/OdPraN59Xq $TSLA https://t.co/xvn4blIwpy https://t.co/ThfvWTnRPs
1494;MEX;04/05/2021;Andrea Parks;5;2;0;Detractor;2021;2021;Maio;Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .
1501;UK;27/04/2021;Alexis Long;4;2;0;Detractor;2021;2021;Abril;$JD down 20% in after-hour market. anyone care to explain why?
1503;MEX;11/11/2021;Patricia Shannon;11;4;0;Detractor;2021;2021;Novembro;$IWM same conditions that sent markets to tumble all hitting this week
1510;MEX;10/07/2021;Danielle Griffin;7;3;4;Detractor;2021;2021;Julho;$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol
1517;MEX;10/02/2021;Theresa Martin;2;1;5;Detractor;2021;2021;Fevereiro;The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .
1518;UK;28/10/2021;Casey Rojas;10;4;0;Detractor;2021;2021;Outubro;During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .
